     Time	  Accel	     IntAccel	     SG1	   SG2	      SG3	       
    9.774000   105.671200   -83.550266    -0.865379    14.695421   2.04199280 
    9.775000    92.423700   -90.907266    -8.682979    14.695421   4.23289280 
    9.776000    87.692400   -89.068266   -18.376879     7.505721  11.11869280 
    9.777000    97.154900   -83.550266   -22.442079    10.006521  10.80569280 
    9.778000   103.778700   -78.032266   -13.060879    10.631721   7.67579280 
    9.779000   113.241400   -66.996266    -2.428879     3.754621   2.66799280 
    9.780000   116.080400   -68.835266    -1.178079    -2.496879   0.16409280 
    9.781000   111.348400   -63.317266     4.763321    -5.622879   4.23289280 
    9.782000   113.241400   -65.157266     5.701421    -7.811879  11.74459280 
    9.783000   121.757400   -63.317266    -2.116179    -5.935879   6.73679280 
    9.784000   131.220400   -76.193266   -16.813379     4.067121  -5.15670720 
    9.785000   136.897400   -74.353266   -19.315079    13.445021  -3.27870720 
    9.786000   135.951400   -78.032266    -7.432179     8.443521  10.49269280 
    9.787000   130.273400   -83.550266    -2.116179     0.316021  20.19529280 
    9.788000   130.273400   -89.068266    -6.806779    -4.372879  17.06539280 
    9.789000   135.951400   -94.586266   -11.497379     0.941221   9.24069280 
    9.790000   135.951400   -96.425266   -11.184679     9.381321   6.42389280 
    9.791000   135.951400   -85.389266    -6.181379    14.070221   7.36279280 
    9.792000   138.790400   -79.871266     1.949021    11.882121   2.98099280 
    9.793000   142.575400   -70.675266     1.323621     6.880521   2.66799280 
    9.794000   151.091400   -68.835266   -11.184679     6.880521  -0.14890720 
    9.795000   152.983400   -65.157266   -24.943779     6.255321  -7.97350720 
    9.796000   145.413400   -72.514266   -15.875279     6.255321 -18.61510720 
    9.797000   145.413400   -76.193266    -0.239979     6.255321 -20.49300720 
    9.798000   153.930400   -79.871266     6.014221     4.067121 -18.30210720 
    9.799000   160.553400   -70.675266     1.949021     4.067121 -12.35540720 
    9.800000   164.338400   -59.639266    -0.865379     5.317521  -3.27870720 
    9.801000   168.123400   -68.835266     1.010921     9.381321   7.04979280 
    9.802000   165.285400   -87.229266     2.574421    11.569521  10.49269280 
    9.803000   155.822400   -89.068266     4.137921    10.631721   2.04199280 
    9.804000   159.607400   -87.229266     0.698121     4.692321  -6.72160720 
    9.805000   168.123400   -83.550266    -3.679679    -3.434879 -10.47740720 
    9.806000   167.177400   -74.353266    -3.366979    -3.747879  -9.22550720 
    9.807000   158.661400   -59.639266    -4.617879    -0.309179  -6.09560720 
    9.808000   162.446400   -57.799266    -0.552679     3.129421  -6.40860720 
    9.809000   171.908400   -57.799266     1.949021    12.819921 -14.23330720 
    9.810000   175.693400   -61.478266    -4.930579    17.508821 -11.10340720 
    9.811000   178.532400   -63.317266   -18.689579     7.193121  -8.59950720 
    9.812000   177.586400   -59.639266   -18.064179     0.941221   1.41609280 
    9.813000   175.693400   -59.639266   -18.064179     6.880521  -2.65280720 
    9.814000   171.908400   -59.639266   -13.686279     9.068721  -3.27870720 
    9.815000   158.661400   -70.675266    -7.119479     4.379721   0.16409280 
    9.816000   150.145400   -76.193266    -4.305179    -2.496879   4.54589280 
    9.817000   155.822400   -78.032266    -8.995679     0.628621   2.04199280 
    9.818000   166.231400   -68.835266   -12.435479     4.692321   1.10309280 
    9.819000   171.908400   -68.835266   -13.998979    10.631721   2.04199280 
    9.820000   167.177400   -76.193266    -6.806779    15.008021   1.41609280 
    9.821000   160.553400   -81.711266    -2.116179    20.009621  -0.14890720 
    9.822000   155.822400   -96.425266    -4.930579    16.883621   0.16409280 
    9.823000   155.822400  -103.782266    -9.933879    13.757621   2.98099280 
    9.824000   147.306400   -94.586266    -7.432179    11.569521   3.60699280 
    9.825000   142.575400   -81.711266     3.199821    11.256921  -8.91250720 
    9.826000   143.521400   -85.389266     7.577721     7.818321 -17.98910720 
    9.827000   145.413400  -107.461266     1.636321    -0.933879 -10.16440720 
    9.828000   146.360400  -125.854266    -3.366979    -1.246879  -5.46960720 
    9.829000   145.413400  -136.890266    -4.617879     0.316021  -6.40860720 
    9.830000   148.252400  -124.015266    -3.366979     7.505721  -4.84370720 
    9.831000   151.091400  -118.497266     5.076021     8.130921  -3.27870720 
    9.832000   149.198400  -118.497266     3.825221    11.256921   6.42389280 
    9.833000   140.682400  -116.658266    -4.305179    15.945821  16.43939280 
    9.834000   137.843400  -120.336266   -13.686279    12.819921  23.01219280 
    9.835000   140.682400  -118.497266   -12.748179     2.504221  14.56149280 
    9.836000   135.005400  -127.694266    -4.617879    -0.621879   6.42389280 
    9.837000   126.488400  -133.212266     3.825221     2.504221   3.60699280 
    9.838000   123.650400  -129.533266    -0.552679    -1.246879  -2.02680720 
    9.839000   123.650400  -127.694266    -9.933879    -2.809879  -2.65280720 
    9.840000   132.166400  -131.372266   -13.686279    -5.310879   3.29399280 
    9.841000   130.273400  -127.694266   -13.060879    -0.309179   7.98879280 
    9.842000   125.542400  -127.694266    -8.995679     7.193121  -4.21770720 
    9.843000   128.381400  -135.051266    -4.305179    11.256921 -17.98910720 
    9.844000   128.381400  -146.087266    -6.806779     7.818321 -11.41640720 
    9.845000   122.703400  -144.248266    -6.181379    10.631721   2.66799280 
    9.846000   107.563700  -153.444266    -1.803479    15.320621   4.85889280 
    9.847000   110.402400  -151.605266     3.199821    12.507321   1.41609280 
    9.848000   117.026400  -151.605266    -0.552679     1.566421   4.54589280 
    9.849000   127.435400  -153.444266    -8.057579    -5.935879   5.79789280 
    9.850000   131.220400  -155.284266   -17.751479    -4.685879   1.72909280 
    9.851000   129.327400  -164.480266   -14.937179     0.003421  -7.03460720 
    9.852000   127.435400  -164.480266   -13.060879     1.253821  -0.46190720 
    9.853000   130.273400  -164.480266   -10.871979     5.630121   8.30179280 
    9.854000   131.220400  -168.159266   -13.060879     7.505721  12.68359280 
    9.855000   128.381400  -182.874266   -16.813379     9.068721   4.54589280 
    9.856000   133.112400  -184.713266   -12.435479    14.382821  -3.59170720 
    9.857000   143.521400  -177.356266    -9.308479    15.008021   0.16409280 
    9.858000   146.360400  -168.159266   -20.565879    18.446621   4.54589280 
